Schick & Stekelis 1977,"Schick, T., & Stekelis, M. (1977). Mousterian assemblages in Kebara Cave, Mount Carmel. Eretz Israel, 13, 97-149.",,,,,,
Schick 1998,"Schick, T., 1998. The Cave of the Warrior: a fourth millennium burial in the Judean Desert (No. 5). Israel Antiquities Authority.",,,,,,
Schyle 1996,"Schyle, D., 1996. Teil 1. Das Epipaläolithikum und der Übergang zum Neolithikum in der Levante und in Ägypten. In: D. Schyle & H.-P. Uerpmann, Das Epipaläolithikum des Vorderen Orients. Beihefte zum Tübinger Atlas des Vorderen Orients, Reihe B, Nr. 85 (Wiesbaden), 3-668.",,,,,,
Segal & Carmi 1996,"Segal, D., & Carmi, I., 1996. Rehovot Radiocarbon Date List V. 'Atiqot, 29, 79-106. ",,,,,,
Segal & Carmi 2003,"Segal, D. and Carmi, I., 2003. Radiocarbon dates from Horbat Hani (West). ‘Atiqot 44, 65-66.",,,,,,
Segal & Carmi 2004,"Segal, D. and Carmi, I., 2004. Rehovot radiocarbon date list VI.‘. Atiqot, 48, pp.123-148.",,,,,,
Segal & Carmi 2006,"Segal, D., and Carmi, I., 2006. Radiocarbon dates. In: Getzov (Ed.), The Tel Bet Yerah Excavations, 1994-1995. Jerusalem: Israel Antiquities Authority, 175-176.",,,,,,
Shai et al. 2014,"Shai, I., Greenfield, H.J., Regev, J., Boaretto, E., Eliyahu-Behar, A. and Maeir, A.M., 2014. The Early Bronze Age Remains at Tell eṣ-Ṣāfi/Gath: An Interim Report. Tel Aviv 41(1), pp. 20-49.",,,,,,
Shamir & Rosen 2015  ,"Shamir, O., & Rosen, S. A. (2015). Early Bronze Age textiles from the Ramon I rock shelter in the Central Negev. Israel Exploration Journal, 129-139.",,,,,,
Sharon 2001,"Sharon, I. 2001. Transition Dating—A Heuristic Mathematical Approach to the Collation of 14C Dates from Stratified Sequences. Radiocarbon, 43(3),345–354.",,,,,,
Sharon et al. 2007,"Sharon, I., Gilboa, A., Jull, A.T., and Boaretto, E., 2007. Report on the first stage of the Iron Age dating project in Israel: supporting a low chronology. Radiocarbon, 49(1), 1-46.",,,,,,
Shimelmitz et al. 2017  ,"Shimelmitz, R., Bisson, M., Weinstein-Evron, M., & Kuhn, S. L. (2017). Handaxe manufacture and re-sharpening throughout the Lower Paleolithic sequence of Tabun Cave. Quaternary International, 428, 118-131.",,,,,,
Shugar & Gohm 2011,"Shugar, A.N. and Gohm, C.J., 2011. Developmental trends in Chalcolithic copper metallurgy: a radiometric perspective changed the world. In: Lovell, J.L., 2011 (Ed.), Culture, chronology and the Chalcolithic: theory and transition. Oxbow Books, pp.133-148.",,,,,,
Simmons 1989,"Simmons, Alan H., et al. (1989), 'Test excavations at Wadi Shu'eib, a major Neolithic settlement in Central Jordan', Annual of the Department of Antiquities in Jordan, 33, 27-42.",,,,,,
Simmons et al. 1998,"Simmons, A.H. and Najjar, M., 1998. Al-Ghuwayr I, a pre-pottery Neolithic village in Wadi Faynan, southern Jordan. A preliminary report of the 1996 and 1997/98 seasons. Annual of the Department of Antiquities of Jordan, 42, pp.91-101.",,,,,,
Streit & Garfinkel 2015,"Streit, K., and Garfinkel, Y., 2015. Tel Tsaf and the impact of the Ubaid culture on the Southern Levant: Interpreting the radiocarbon evidence. Radiocarbon, 57(5), 865-880.",,,,,,
Stuckenrath & Lawn 1969,"Stuckenrath, R. and Lawn, B., 1969. University of Pennsylvania radiocarbon dates XI. Radiocarbon, 11(1), pp.150-162.",,,,,,
Stuckenrath 1963,"Stuckenrath, R., 1963. University of Pennsylvania radiocarbon dates VI. Radiocarbon, 5, 82-103.",,,,,,
Tauber 1968,"Tauber, H., 1968. Copenhagen radiocarbon dates IX. Radiocarbon, 10(2), 295-327.",,,,,,
Taylor et al. 2005,"Taylor, J.E., Rasmussen, K.L., Doudna, G., van der Plicht, J. and Egsgaard, H., 2005. Qumran textiles in the palestine exploration fund, London: Radiocarbon dating results. Palestine exploration quarterly 137(2), pp.159-167.",,,,,,
Toffolo et al. 2014,"Toffolo, M.B., Arie, E., Martin, M.A., Boaretto, E. and Finkelstein, I., 2014. Absolute chronology of Megiddo, Israel, in the late Bronze and Iron Ages: high-resolution radiocarbon dating. Radiocarbon 56(1), pp.221-244.",,,,,,
Toffolo et al. 2017,"Toffolo, M.B., Ullman, M., Caracuta, V., Weiner, S. and Boaretto, E., 2017. A 10,400-year-old sunken lime kiln from the Early Pre-Pottery Neolithic B at the Nesher-Ramla quarry (el-Khirbe), Israel. Journal of Archaeological Science: Reports, 14, pp.353-364.",,,,,,
Toffolo et al. 2018,"Toffolo, M.B., Martin, M.A., Master, D.M. and Boaretto, E., 2018. Microarchaeology of a grain silo: Insights into stratigraphy, chronology and food storage at Late Bronze Age Ashkelon, Israel. Journal of Archaeological Science: Reports, 19, pp.177-188.",,,,,,
Tubb 1988,"Tubb, J. N. (1988). Tell es-Sa ‘idiyeh: preliminary report on the first three seasons of renewed excavations. Levant, 20(1), 23-88.",,,,,,
Ussishkin 1978,"Ussishkin, D. (1978). Excavations at Tel Lachish–1973–1977 Preliminary Report. Tel Aviv, 5(1-2), 1-97.",,,,,,
Valastro et al. 1972,"Valastro, S., Davis, E. M., & Varela, A. G. (1972). University of Texas at Austin radiocarbon dates IX. Radiocarbon, 14(2), 461-485.",,,,,,
Valla & Plisson 2005,"Valla, F. R., & Plisson, H. (2005). L'abandon du microlithisme au Levant, fait technique et fait de culture. Mitekufat Haeven: Journal of the Israel Prehistoric Society/מתקופת האבן, 309-336.‎",,,,,,
Valla 1987,"Valla, Francois and et al 'Les fouilles de 'Ain Mallaha (Eynan) de 2003 à 2005. Quatrième rapport préliminaire', Mitekufat Haeven/Journal of the Israel Prehistoric Society, 37, 135-379.",,,,,,
van den Brink 2011,"Van Den Brink, E.C.M., 2011. Continuity and Change—Cultural Transmission in the Late Chalcolithic—Early Bronze Age I: A View from Early Modi ‘in, a Late Prehistoric Site in Central Israel. In: J. L. Lovell, and Y. M. Rowan (eds.), Culture, Chronology and the Chalcolithic: Theory and Transition. Oxford: Oxbow Books, 61-70.",,,,,,
van der Plicht 2009  ,"Van Der Plicht, J., Bruins, H. J., & Nijboer, A. J., 2009. The Iron Age around the Mediterranean: a High Chronology perspective from the Groningen radiocarbon database. Radiocarbon, 51(1), 213-242.",,,,,,
Van der Plicht et al. 2009,"Van Der Plicht, J., Bruins, H. J., & Nijboer, A. J., 2009. The Iron Age around the Mediterranean: a High Chronology perspective from the Groningen radiocarbon database. Radiocarbon, 51(1), 213-242.",,,,,,
Vermeersch 2019,"Vermeersch, P.M., 2020. Radiocarbon Palaeolithic Europe database: A regularly updated dataset of the radiometric data regarding the Palaeolithic of Europe, Siberia included. Data in Brief, 31, p.105793.",,,,,,
Vogel & Waterbolk 1972,"Vogel, J.C. and Waterbolk, H.T., 1972. Groningen radiocarbon dates X. Radiocarbon, 14(1), pp.6-110.",,,,,,
Wachsman & Steffy 1990,"Wachsmann, S., & Steffy, J. R. (1990). The excavations of an ancient boat in the sea of Galilee (Lake Kinneret). Atiqot/English series.",,,,,,
Waheeb & Fino 1997 ,"Waheeb, Mohammed and Fino, Nazeh (1997), ''Ayn el-Jammam: a Neolithic site near Ras en-Naqb, Southern Jordan', in H. G. K. Gebel, Z. Kafafi, and G. O. Rollefson (eds.), The prehistory of Jordan II. Perspectives from 1997 (Studies in Early Near Eastern Production, Subsistence, and Environment; Berlin: ex oriente), 215-19.",,,,,,
Webster 2015,"Webster, L., 2015. Developing a radiocarbon-based chronology for Tel Azekah: the first stage.Unpublished PhD thesis. Department of Ancient History, Macquarie University. ",,,,,,
Webster et al. 2019,"Webster, L., Streit, K., Dee, M., Hajdas, I., and Höflmayer, F., 2019. New radiocarbon-based assessment supports the prominence of Tel Lachish during Late Bronze Age IB-IIA. Radiocarbon, pp.1-17. doi.org/10.1017/RDC.2019.131 ",,,,,,
Weinstein 1984,"Weinstein, J.M., 1984. Radiocarbon dating in the southern Levant. Radiocarbon 26(3), pp. 297-366.",,,,,,
Weinstein-Evron et al. 1991,"Weinstein‐Evron, M., Mart, Y. and Beck, A., 1991. Geophysical investigations in the El‐Wad Cave, MT. Carmel, Israel. Geoarchaeology, 6(4), pp.355-365.",,,,,,
Weinstein-Evron et al. 2012,"Weinstein-Evron, M., Yeshurun, R., Kaufman, D., Eckmeier, E. and Boaretto, E., 2012. New 14 C dates for the Early Natufian of el-Wad Terrace, Mount Carmel, Israel. Radiocarbon 54(3-4), pp.813-822.",,,,,,
White 2013,"White, C.E., 2013. The emergence and intensification of cultivation practices at the Pre-pottery Neolithic site of el-Hemmeh, Jordan: An archaeobotanical study. Unpublished PhD dissertation. Boston University.",,,,,,
Wicks et al. 2016,"Wicks, K., Finlayson, B., Maričević, D., Smith, S., Jenkins, E. and Mithen, S., 2016. Dating WF16: Exploring the chronology of a Pre-Pottery Neolithic A settlement in the Southern Levant. In Proceedings of the Prehistoric Society (Vol. 82, pp. 73-123). Cambridge University Press.",,,,,,
Winnett & Reed 1964,"Winnett, F. V., & Reed, W. L. (1957). The Excavations at Dibon (Dhībân) in Moab. Part I: The First Campaign, 1950-1951. Part II: The Second Campaign, 1952. The Annual of the American Schools of Oriental Research, i-79.",,,,,,
Wreschner 1967,"Wreschner, E. (1967). The Geula caves, Mount Carmel: excavations, finds, and summary. Quaternaria, 9, 69-90.",,,,,,
Yahalom-Mack et al. 2014,"Yahalom-Mack, N., Galili, E., Segal, I., Eliyahu-Behar, A., Boaretto, E., Shilstein, S., and Finkelstein, I., 2014. New insights into Levantine copper trade: analysis of ingots from the Bronze and Iron Ages in Israel. Journal of Archaeological Science, 45, 159-177.",,,,,,
Yahalom-Mack et al. 2015,"Yahalom-Mack, N. and Eliyahu-Behar, A., 2015. The transition from bronze to iron in Canaan: chronology, technology, and context. Radiocarbon, 57(2), pp.285-305.",,,,,,
Yaroshevich et al. 2016  ,"Yaroshevich, A., Bar-Yosef, O., Boaretto, E., Caracuta, V., Greenbaum, N., Porat, N., & Roskin, J. (2016). A unique assemblage of engraved plaquettes from Ein Qashish South, Jezreel Valley, Israel: figurative and non-figurative symbols of Late Pleistocene hunters-gatherers in the Levant. PloS one, 11(8), e0160687.",,,,,,
Yeomans et al. 2019,"Yeomans, L., Martin, L., and Richter, T., 2019. Close companions: Early evidence for dogs in northeast Jordan and the potential impact of new hunting methods. Journal of Anthropological Archaeology, 53, 161-173.",,,,,,
Yizhag et al. 2005,"Yizhaq, M., Mintz, G., Cohen, I., Khalaily, H., Weiner, S. and Boaretto, E., 2005. Quality controlled radiocarbon dating of bones and charcoal from the early Pre-Pottery Neolithic B (PPNB) of Motza (Israel). Radiocarbon, 47(2), pp.193-206.",,,,,,
Yogev 1983,"Yogev, O. (1983). A fifth millennium sanctuary in the’Uvda Valley. Qadmoniot, 16(4), 118-22.",,,,,,
Zeuner 1956,"Zeuner, F. E. (1956). The radiocarbon age of Jericho. Antiquity, 30, 184.",,,,,,
Zielhofer et al. 2012,"Zielhofer, C., et al. (2012), 'The decline of the early Neolithic population center of 'Ain Ghazal and corresponding earth-surface processes, Jordan Rift Valley', Quaternary Research, 78 (3), 427-41.",,,,,,
Coinman 1996,"Coinman, N. R. (1996). Worked bone in the Levantine Upper Paleolithic: rare examples from the Wadi al-Hasa, west-central Jordan. Paléorient, 113-121.",,,,,,
Olszewski & al-Nahar 2011,"Olszewski, D. I., & al-Nahar, M. (2011). A fourth season at Yutil al-Hasa (WHS 784): renewed Early Epipaleolithic excavations. Neo-Lithics, 1(11), 30-34.",,,,,,
Fall et al. 2023,"Fall, P.L., Ridder, E., Birch, S.E.P. and Falconer, S.E., 2023. BAYESIAN MODELING OF A PERIPHERAL MIDDLE BRONZE AGE SETTLEMENT AT ZAHRAT ADH-DHRA ‘1, JORDAN. Radiocarbon, 65(5), pp.1022-1037.",,,,,,
Wright et al. 1993,"Wright, H.T., Rakotoarisoa, J.A., Heurtbize, G. and Verin, P., 1993. The evolution of settlement systems in the Efaho River Valley, Anosy (Madagascar). Bulletin of the Indo-Pacific Prehistory Association, pp.61-93.",,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,, Housley 1994, Betts 1998,,
,,,,1989,1998, Hedges et al. 1989, Ambers et al. 1987
,,,, Housley 1994, Betts 1998,,
,,,, Housley 1994, Betts 1998,,
,,,, Betts 1998,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,, Regev et al. 2012a,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,, Regev et al. 2012,,,
,,,, Regev et al. 2012,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,, Regev et al. 2012,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,, Betts et al. 2013 ,,,
,,,, Avner et al. 1994,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
